section_name,division_name,group_name,class_name,includes,excludes
wholesale and retail trade,retail trade,retail sale of cultural and recreational goods,retail sale of games and toys,"retail sale of games and toys, made of all materials , retail sale of party supplies, e.g. disguises, masks, party favours (cotillions, jokes, etc.) and magic items; this class also includes , retail sale of toy drones","retail sale of video consoles and video games on a physical medium, second,hand retail sale of games and toys, distribution of video games via streaming and downloading by their publishers, distribution of audio via streaming and downloading by their publishers, edition/publishing of games, board games, content distribution (sharing) platforms for video games"
wholesale and retail trade,retail trade,retail sale of cultural and recreational goods,retail sale of cultural and recreational goods n.e.c,"retail sale of cultural and recreational goods not elsewhere classified: , retail sale of recorded media , retail sale of musical instruments, scores and related accessories, e.g. strings, music stands, metronomes , retail sale of philately, numismatics and collectors items such as stamps and coins , activities of commercial art galleries; this class also includes also: , retail sale of art supplies, including beads, clay, canvasses, oil and water colours etc","retail sale of video games on a physical medium, retail sale of souvenirs, craftwork and religious articles, retail sale of antiques, second,hand and antique books, second,hand musical instruments and second,hand recorded media, distribution of audio via streaming and downloading by their publishers"
wholesale and retail trade,retail trade,"retail sale of other goods, except motor vehicles and motorcycles","retail sale of clothing, footwear and leather articles","retail sale of articles of clothing , retail sale of articles of fur , retail sale of clothing accessories such as gloves, ties, braces etc. , retail sale of umbrellas , retail sale of footwear , retail sale of leather goods , retail sale of travel accessories of leather and leather substitutes","retail sale of textiles, retail sale of special footwear for sports e.g. football shoes, ice skates, ski boots, etc"
wholesale and retail trade,retail trade,"retail sale of other goods, except motor vehicles and motorcycles","retail sale of pharmaceutical and medical goods, cosmetic and toilet articles","retail sale of pharmaceuticals , retail sale of medical and orthopaedic goods , retail sale of perfumery and cosmetic articles",
wholesale and retail trade,retail trade,"retail sale of other goods, except motor vehicles and motorcycles",retail sale of other new goods n.e.c,"retail sale of photographic, optical and precision equipment , activities of opticians , retail sale of watches, clocks and jewellery , retail sale of flowers, plants, seeds, fertilizers, pet animals and pet food , retail sale of souvenirs, craftwork and religious articles , activities of commercial art galleries , retail sale of household fuel oil, bottled gas, coal and fuel wood , retail sale of cleaning materials , retail sale of weapons and ammunition , retail sale of stamps and coins , retail sale of non,food products n.e.c",
wholesale and retail trade,retail trade,"retail sale of other goods, except motor vehicles and motorcycles","retail sale of second,hand goods","retail sale of second,hand books , retail sale of antiques , retail sale of second,hand clothes , retail sale of second,hand furniture , retail sale of second,hand household appliances , retail sale of other second,hand goods","retail sale of second,hand motor vehicles, motorcycles and related parts and accessories, activities of retail auctioneering houses of new and used third party goods, including internet retail auctions, activities of space rental, including staff, for second,hand goods, activities of pawn shops"
wholesale and retail trade,retail trade,"retail sale of motor vehicles, motorcycles and related parts and accessories",retail sale of motor vehicles,"retail sale of new and used motor vehicles including electrical vehicles:  passenger motor vehicles  camping vehicles such as caravans and motor homes; this class also includes: , retail sale of off,road motor vehicles , retail sale of trailers for motor vehicles","retail sale of bicycles and e,bikes etc., retail sale of parts and accessories for motor vehicles, retail sale of motorcycles, motorcycle parts and accessories, activities of agents in retail sale of motor vehicles, on,demand passenger transport service activities by vehicle with driver, rental and leasing of motor vehicles without driver, maintenance and repair of motor vehicles and motorcycles"
wholesale and retail trade,retail trade,"retail sale of motor vehicles, motorcycles and related parts and accessories",retail sale of motor vehicle parts and accessories,"retail sale of new and used parts, equipment and accessories for motor vehicles","retail sale of automotive fuel, retail sale of motor vehicles, maintenance and repair of motor vehicles and motorcycles"
wholesale and retail trade,retail trade,"retail sale of motor vehicles, motorcycles and related parts and accessories","retail sale of motorcycles, motorcycles parts and accessories","retail sale of new and used motorcycles, including mopeds , retail sale of new and used parts and accessories for motorcycles","retail sale of bicycles, e,bikes, monowheels, hoverboards, kick scooters and related parts and accessories, rental of motorcycles, repair and maintenance of bicycles, e,bikes, monowheels, hoverboards, kick scooters, repair and maintenance of motorcycles"
wholesale and retail trade,retail trade,intermediation service activities for retail sale,intermediation service activities for retail sale,"intermediation service activities for specialized and non,specialised retail trade that facilitate transactions between buyers and sellers for the ordering and/or delivering of physical goods for a fee or commission, without supplying and taking ownership of the goods that are intermediated. these activities can be carried out on digital platforms or through non,digital channels (face,to,face including door,to,door, phone, mail, etc.). the fee or commission can be received from either the buyers or sellers. revenue for intermediation service activities for non,specialised retail trade can include other sources of income, such as revenues from advertising. the rules for defining specialised and non,specialised retail trade activities are described in paragraphs 96,98 of the nace introductory guidelines; also: , activities of retail auctioneering houses of both new and used third party goods, including internet retail auctions , activities of agents in retail sale of motor vehicles","operation of petrol stations, including commission sale of fuels, activities of intermediaries in the retail sale of second hand goods"
transportation and storage,land transport and transport via pipelines,transport via railways,"passenger rail transport, interurban","passenger transport by inter,urban railways , operation of sleeping cars or dining cars as an integrated operation of railway companies","passenger transport by urban and suburban transit systems, passenger terminal activities, operation of sleeping cars or dining cars when operated by separate units"
transportation and storage,land transport and transport via pipelines,transport via railways,freight rail transport,"freight transport on mainline rail networks as well as short line freight railroads; also , freight transport by funiculars , traction services provided over a long distance","warehousing and storage, freight terminal activities, operation of railroad infrastructure; related activities such as switching and shunting, cargo handling on behalf of others"
transportation and storage,land transport and transport via pipelines,other land transport,urban and suburban passenger land transport,"land transport of passengers by urban or suburban transport systems. this may include different modes of land transport, such as by motorbus, tramway, streetcar, trolley bus, underground and elevated railways etc. the transport is carried out on scheduled routes normally following a fixed time schedule, entailing the picking up and setting down of passengers at normally fixed stops; this class also includes: , town,to,airport or town,to,station lines , operation of funicular railways, aerial cableways etc. if part of urban or suburban transit systems","passenger transport by inter,urban railways"
transportation and storage,land transport and transport via pipelines,other land transport,other passenger land transport,"other passenger road transport: , scheduled long,distance bus services , charters, excursions and other occasional coach services , taxi operation , airport shuttles , operation of funiculars, cable cars and ski lifts, if they are not part of urban or suburban transit systems or not in combination with the operation of ski hills; this class also includes: , other renting of private cars with driver , operation of school buses and buses for transport of employees , passenger transport by man, or animal,drawn vehicles","ambulance transport, operation of cableways, ski lifts and chairlifts as part of the operation of ski hills"
transportation and storage,land transport and transport via pipelines,other land transport,freight transport by road,"all freight transport operations by road:  logging haulage  livestock haulage  refrigerated haulage  heavy haulage  bulk haulage, including haulage in tanker trucks including milk collection at farms  haulage of automobiles  transport of waste and waste materials, without collection or disposal; this class also includes: , furniture removal , renting of trucks with driver , freight transport by man or animal,drawn vehicles","log hauling within the forest, as part of logging operations, distribution of water by trucks, operation of terminal facilities for handling freight, crating and packing services for transport, post and courier activities, waste transport as integrated part of waste collection activities"
transportation and storage,land transport and transport via pipelines,transport via pipeline,transport via pipeline,"transport of gases, liquids, water, slurry and other commodities via pipelines , pipeline transportation of natural gas from processing plants to local distribution systems; this class also includes: , operation of pump stations for the transport via pipelines","distribution of gaseous fuels, steam or water to end users through local or regional network of mains, distribution of water by trucks, transport of liquids by trucks"
transportation and storage,water transport,sea and coastal water transport,sea and coastal passenger water transport,"transport of passengers over seas and coastal waters, whether scheduled or not:  operation of excursion, cruise or sightseeing boats  operation of ferries, water taxis etc; this class also includes: , renting of pleasure boats with crew for sea and coastal water transport (e.g. for fishing cruises","restaurant and bar activities on board ships, when provided by separate units, operation of floating casinos not transporting passengers"
transportation and storage,water transport,sea and coastal water transport,sea and coastal freight water transport,"transport of freight over seas and coastal waters, whether scheduled or not , transport by towing or pushing of barges, oil rigs etc","storage of freight, harbour operation and other auxiliary activities such as docking, pilotage, lighterage, vessel salvage, cargo handling"
transportation and storage,water transport,inland water transport,inland passenger water transport,"transport of passenger via rivers, canals, lakes and other inland waterways, including inside harbours and ports , passenger water transport for sightseeing; this class also includes: , renting of pleasure boats with crew for inland water transport , operation of excursion, cruise or sightseeing boats on inland waterways","restaurant and bar activities on board ships, when provided by separate units, operation of floating casinos not transporting passengers"
transportation and storage,water transport,inland water transport,inland freight water transport,"transport of freight via rivers, canals, lakes and other inland waterways, including inside harbours and ports",
transportation and storage,air transport,passenger air transport,passenger air transport,"scheduled air transportation of passengers over regular routes , charter flights for passengers , sightseeing flights; this class also includes: , rental of air transport equipment with operator for the purpose of passenger transportation","rental of air transport equipment without operator, transport of passengers by aero clubs for instruction, air ambulances"
transportation and storage,air transport,freight air transport,freight air transport,"transport freight by air over regular routes and on regular schedules , non,scheduled transport of freight by air , launching of satellites and space vehicles , space transport; this class also includes: , renting of air,transport equipment with operator for the purpose of freight transportation",
transportation and storage,warehousing and support activities for transportation,warehousing and storage,warehousing and storage,"operation of storage and warehouse facilities for all kinds of goods:  operation of grain silos  general merchandise warehouses  refrigerated warehouses or cool stores  storage tanks etc. , warehousing of furniture not part of a removal service; this class also includes: , storage of goods in foreign trade zones , blast freezing associated with storage and warehousing , activity of storage of physical archives and paper files","storage of electricity, storage of gaseous fuels for energy supply through a network, storage of furniture as part of a removal service, operation of parking facilities for motor vehicles and winter storage caravans, storage of ships and boats, storage of aircrafts, operation of self storage facilities, rental of vacant space"
transportation and storage,warehousing and support activities for transportation,support activities for transportation,service activities incidental to land transportation,"activities related to road, rail and other land transport of passengers, animals or freight:  operation of terminal facilities such as railway stations, bus stations, stations for the handling of goods  operation of railroad infrastructure and rail related facilities, cargo terminals, technical back,up points, railway stops for fuel  operation of roads, including bridges, tunnels, and highway toll roads , operation of car parks or garages, bicycle parkings, winter storage of caravans , switching and shunting , towing and roadside assistance , operation of toll collection facilities , truck transportation cargo surveying activities; this class also includes: , liquefaction and/or regasification of natural gas for the purpose of land transportation","operation and maintenance of roads (incl. activities of winter maintenance, bridges, tunnels), see section f , liquefaction of natural gas for transport purposes, done at the mine site, regasification of natural gas for distribution through mains, regasification of natural gas for the purpose of transport via pipeline, moving cargos on industrial sites, typically with transport equipment that is not suitable for use on roads open to public traffic"
transportation and storage,warehousing and support activities for transportation,support activities for transportation,service activities incidental to water transportation,"activities related to water transport of passengers, animals or freight:  operation of terminal facilities such as harbours and piers  operation of waterway locks etc.  navigation, pilotage, tug and berthing activities  bunkering and reception of port waste  lighterage, salvage activities  lighthouse activities  marine cargo surveying activities , river information services , winter storage of ships and boats; also , waterway infrastructure maintenance work","waterway construction and dredging , cargo handling, operation of marinas"
transportation and storage,warehousing and support activities for transportation,support activities for transportation,service activities incidental to air transportation,"activities related to air transport of passengers, animals or freight:  operation of terminal facilities such as airway terminals etc.  airport and air,traffic,control activities  ground service activities on airfields etc. , airfield infrastructure maintenance work , storage of aircrafts; this class also includes: , fire fighting and fire prevention services at airports","cargo handling, luggage and passenger inspection at airports, not by public authorities, luggage and passenger inspection at airports, by public authorities, operation of flying schools for professional pilots, operation of flying schools not issuing professional certificates and permits"
transportation and storage,warehousing and support activities for transportation,support activities for transportation,cargo handling,"loading and unloading of goods and luggage irrespective of the mode of transportation used , stevedoring , loading and unloading of freight railway cars; also , provision of lifting and handling equipment with operator, such as derricks and cranes, for cargo handling , moving cargos on industrial sites, typically with transport equipment that is not suitable for use on roads open to public traffic","transportation or moving objects within an industrial plant, on a fee or contract basis, if public road is used, operation of terminal facilities"
transportation and storage,warehousing and support activities for transportation,support activities for transportation,other support activities for transportation,"arranging or organizing of transport operations by rail, road, sea or air , logistics consulting activities, i.e. planning, designing and supporting operations of transportation, warehousing and distribution , issue and procurement of transport documents and waybills , goods,handling operations, e.g. temporary crating for the sole purpose of protecting the goods during transit, uncrating, sampling, weighing of goods","agents and brokers acting on behalf of a client in freight transportation, agents and brokers acting on behalf of a client in passenger transportation, courier activities, provision of motor, marine, aviation and transport insurance, activities of travel agencies, activities of tour operators, tourist assistance activities"
transportation and storage,warehousing and support activities for transportation,intermediation service activities for transportation,intermediation service activities for freight transportation,"the intermediation of freight transportation, by bringing clients and service providers together for a fee or commission, without the intermediary providing the freight transportation services that are intermediated. these intermediation activities can be carried out on digital platforms or through non,digital channels (face,to,face including door,to,door, phone, mail, etc.). the fee or commission can be received from either the client or the provider of the freight transportation service. revenue for the intermediation activities can include other sources of income, such as revenues from advertising. , brokerage of freight transportation in ships and aircraft space , operation of platforms for intermediation of freight transport services , activities of sea,freight forwarders and air,cargo agents , organisation and freight forwarding of group and individual consignments on behalf of the client , activities of customs brokers acting on behalf of a client in the customs clearance process","brokerage of passenger seats in ships and aircrafts space, freight transport, see divisions 49, 50, 51"
transportation and storage,warehousing and support activities for transportation,intermediation service activities for transportation,intermediation service activities for passenger transportation,"the intermediation of passenger transportation, by bringing clients and service providers together for a fee or commission, without the intermediary providing the passenger transportation services that are intermediated. these intermediation activities can be carried out on digital platforms or through non,digital channels (face,to,face including door,to,door, phone, mail, etc.). the fee or commission can be received from either the client or the provider of the passenger transportation service. revenue for the intermediation activities can include other sources of income, such as revenues from advertising. , operation of on,line ridesharing platforms that allow passengers to book a ride , provision of intermediation services for the purchase of land, water or air transportation for passengers , brokerage of passenger seats in ships and aircrafts space , arrangement of carpools and van pools , arrangement of nonemergency medical transportation, without providing social assistance services; also: , intermediation of transportation by taxi dispatch services, without providing the transport service themselves , reservation services for passenger transportation","taxi operation and other passenger road transport, brokerage of freight transportation in ship and aircraft space, operation of on,line platform activities that allow people to rent a vehicle (car, bike, scooter etc.) which they then drive, units that provide reservation services alongside additional travel advice or expertise"
transportation and storage,postal and courier activities,postal activities,postal activities,"the activities of postal services operating under a universal service obligation by one or more designated universal service providers. the activities include use of the universal service infrastructure, including retail locations, sorting and processing facilities, and carrier routes to pickup and deliver the mail. the delivery can include letter,post, i.e. letters, postcards, printed papers (newspaper, periodicals, advertising items, etc.), small packets, goods or documents. also included are other services necessary to support the universal service obligation. , pickup, sorting, transport and delivery (domestic or international) of letter,post and (mail,type) parcels and packages by postal services operating under a universal service obligation. one or more modes of transport may be involved and the activity may be carried out with either self,owned (private) transport or via public transport. , collection of letter,mail and parcels from public letter,boxes or from post offices","postal giro, postal savings activities and money order activities"
transportation and storage,postal and courier activities,courier activities,courier activities,"pickup, sorting, transport and delivery (domestic or international) of letter,post and (mail,type) parcels and packages by firms operating outside the scope of a universal service obligation. one or more modes of transport may be involved and the activity may be carried out with either self,owned (private) transport or via public transport; also: , home delivery services, including food","transport of freight, see (according to mode of transport) 4912, 4923, 5012, 5022, 5120 , delivery of furniture, can include unpacking or installation, home delivery of prepared meals, see division 56"
transportation and storage,postal and courier activities,intermediation service activities for postal and courier activities,intermediation service activities for postal and courier activities,"the intermediation of postal and courier activities, by bringing clients and service providers together for a fee or commission, without the intermediary providing the postal and courier services that are intermediated. these intermediation activities can be carried out on digital platforms or through non,digital channels (face,to,face including door,to,door, phone, mail, etc.). the fee or commission can be received from either the client or the provider of postal and courier service. revenue for the intermediation activities can include other sources of income, such as revenues from advertising. , any intermediation service undertaken by third parties to the postal service provider access point/s and offered to business and domestic clients , operation of on,line platforms to allow people to book food delivery","food delivery services, home delivery of prepared meals if performed by the same unit which prepares the meals, see division 56 , monetary intermediation services, such as payment of fees through the post office"
accommodation and food service activities,accommodation,hotels and similar accommodation activities,hotels and similar accommodation activities,"the provision of accommodation, typically on a daily or weekly basis, for short stays. this includes the provision of furnished accommodation in guest rooms and suites. services offered include necessarily daily cleaning and bed,making. a range of additional services may be provided, e.g. daily cleaning and bedmaking, food and beverage services, laundry services, as well as conference and convention facilities. these activities in this class are generally characterized by providing on,site reactive customer service. accommodation provided by e.g.: , hotels , resort hotels","short,term accommodation with no on,site reactive customer services, intermediation service activities for accommodation, provision of packaged travel services including transportation, accommodation, tour guide, etc"
accommodation and food service activities,accommodation,other short term accommodation activities,other short term accommodation activities,"the provision of short,term accommodation, typically on a daily or weekly basis, in furnished rooms, homes, flats or apartments principally for short stay by visitors. no on,site reactive customer services and very minimal complementary services, if any, are provided. accommodation in e.g.: , holiday homes and apartments , visitor flats and bungalows , cottages and cabins without housekeeping services , mountain lodges , hostels , bed and breakfast units , guest rooms provided by private households , mountain huts","accommodation services in a hotel with daily or weekly service, intermediation service activities for accommodation"
accommodation and food service activities,accommodation,"camping grounds, recreational vehicle parks and trailer parks","camping grounds, recreational vehicle parks and trailer parks","provision of short,term accommodation in camping grounds, e.g. recreational camps, fishing and hunting camps , provision of space and facilities for recreational vehicles; this class also includes accommodation provided by: , protective shelters or plain bivouac facilities",intermediation service activities for accommodation
accommodation and food service activities,accommodation,intermediation service activities for accommodation,intermediation service activities for accommodation,"the intermediation of all types of accommodation by bringing clients and service providers together for a fee or commission. these intermediation activities can be carried out on digital platforms or through non,digital channels (phone, post etc.). the fee or commission can be received from either the client or the provider of the accommodation. revenue for the intermediation activities can include other sources of income, such as revenues from the sale of advertising space; also: , time,share exchange services , reservation services for accommodation","the activities of combined activities of accommodation, travel and food, i.e. travel agencies and tour operators"
accommodation and food service activities,accommodation,other accommodation n.e.c,other accommodation n.e.c,"the provision of temporary accommodation in single or shared rooms or dormitories for students, seasonal workers and other individuals. accommodation in: , worker dormitories , boarding houses , student accommodation provided for less than a year , operation of railways sleeping cars when not operated by railway companies","operation of railway sleeping cars as an integrated operation of railway companies, operation of cruise boats, intermediaries for accommodation, every accommodation for a period of one year or longer, the activities of combined activities of accommodation, travel and food, i.e. travel agencies and tour operators"
accommodation and food service activities,food and beverage service activities,restaurants and mobile food service activities,restaurants and mobile food service activities,"the provision of food services to customers, whether they are served while seated or serve themselves from a display of items, whether they eat the prepared meals on the premises, take them out or have them delivered. this includes the preparation and serving of meals for immediate consumption from motorized vehicles or non,motorized carts. activities of: , restaurants , cafeterias , fast,food restaurants , take,out eating places , mobile food operators, including: truck vendors , mobile food carts , food preparation in market stalls; also: , operation of restaurants on transportation equipment and within transportation facilities, if the restaurants are considered as separate units and not part of the transportation provider , operation of restaurants from within a hotel, if these restaurants are considered as separate unites and not part of the hotel , operation of take,away restaurants in a supermarket if operated by separate units not part of the supermarket","concession operation of eating facilities, catering activities, restaurant reservation services, if provided by an intermediary and not by the restaurant, retail sale of food through vending machines, activities of food service contractors, e.g. for transportation companies, activities of tea rooms, mobile beverage vendors"
accommodation and food service activities,food and beverage service activities,event catering and other food service activities,event catering activities,"the food preparation and supply based on contractual agreements, at the location specified by the customer, for a specific event","manufacture of perishable food items , retail sale of perishable food items"
accommodation and food service activities,food and beverage service activities,event catering and other food service activities,other food service activities,"industrial catering, i.e. the provision of food preparation and supply based on contractual arrangements with the customer, for a fixed term. also included is the operation of food concessions e.g. at sports and similar facilities. the food can be prepared directly on the premises of the client organization or in a central unit. , activities of food service contractors, e.g. for transportation companies , operation of canteens or cafeterias, e.g. for factories, offices, hospitals or schools, on a concession basis","manufacture of perishable food items, retail sale of perishable food items, see division 472"
accommodation and food service activities,food and beverage service activities,beverage serving activities,beverage serving activities,"this class predominantly includes serving of beverages for immediate consumption on the premises. the activity can include the provision of e.g. live music activities of: , bars , cocktail lounges , pubs , coffee houses ,tea rooms , fruit juice bars , mobile beverage vendors; also: , activities of night clubs , bar activities on board of transport, e.g. train or ship, when carried out by separate units , operation of beverage concessions e.g. at sports and similar facilities , operation of mobile beverage vendors on transportation equipment and within transportation facilities, if they are considered as separate units and not part of the transportation provider","reselling packaged/prepared beverages, retail sale of beverages through vending machines, provision of beverage preparation and supply based on contractual arrangements with the customer, for a fixed term, operation of concert halls, operation of discotheques, dance floors and music venues where beverage serving is not the main activity"
accommodation and food service activities,food and beverage service activities,intermediation service activities for food and beverage services activities,intermediation service activities for food and beverage services activities,"the intermediation of food and beverage services by bringing clients and service providers together for a fee or commission without the intermediary providing the food and beverage services intermediated. these intermediation activities can be carried out on digital platforms or through non,digital channels (face,to,face, phone, post, etc.). the fee or commission can be received from either the client or the provider of the food and beverage services. revenue for the intermediation activities can include other sources of income, such as revenues from advertising; this class also includes: , reservation services for restaurants","operation of on, line platforms to allow people to book a food delivery"
"publishing, broadcasting, and content production and distribution activities",publishing activities,"publishing of books, newspapers, periodicals and other publishing activities",publishing of books,"publishing of books, brochures and similar publications , publishing of dictionaries and encyclopaedias , publishing of atlases, maps and charts , publishing of e,books and audio books , publishing of comic books and graphic novels all the feasible forms of publishing (in print, electronic, digital, analog, or any other form) are included","production of globes, publishing of advertising material, publishing of music and sheet music books, jointly publishing and distributing podcasts, third party on,demand audio streaming distribution services, activities of independent authors"
"publishing, broadcasting, and content production and distribution activities",publishing activities,"publishing of books, newspapers, periodicals and other publishing activities",publishing of newspapers,"publishing of newspapers, including advertising newspapers all the feasible forms of publishing (in print, electronic, digital, analog, or any other form) are included","production of television or video news programmes, news agency activities, activities of independent photojournalists, activities of independent journalists"
"publishing, broadcasting, and content production and distribution activities",publishing activities,"publishing of books, newspapers, periodicals and other publishing activities",publishing of journals and periodicals,"publishing of periodicals and other journalspublishing of radio and television schedules all the feasible forms of publishing (in print, electronic, digital, analog, or any other form) are included","activities of independent journalists, activities of independent photojournalists, production of television or video news programmes"
"publishing, broadcasting, and content production and distribution activities",publishing activities,"publishing of books, newspapers, periodicals and other publishing activities",other publishing activities,"publishing in print, electronic, digital, analog, or any other form, of :  directories and mailing lists  compilations, such as case law, pharmaceutical compendia etc.  catalogs  photos, engravings and postcards  calendars  greeting cards  forms  posters  reproductions of works of art  non,bound leaflets and advertising material  statistics and other information  datasets/databases without associated data processing services","retail sale of software on physical media, publishing of advertising newspapers, motion picture, video and television programme production, publishing of software, social network sites, blog and wiki sites, and online gaming/video game sites, application hosting, web search portals and compiling of information or directories on a fee or contract basis"
"publishing, broadcasting, and content production and distribution activities",publishing activities,software publishing,publishing of video games,"publishing of video games for all platforms and all devices , provision of online games, in,game and in,app purchases, by the publisher, for all users including subscribers , intermediation service activities for video game software publishing","reproduction of video game software on physical media, retail sale of non,customised video game software on physical media, application hosting, developing of video game software on behalf of others independent of publishing, operation of online gaming/video game sites, independent of publishing , operation of video game streaming sites for viewing only, operation of gambling sites"
"publishing, broadcasting, and content production and distribution activities",publishing activities,software publishing,other software publishing,"publishing of other software, including :  operating systems  business and other applications, e.g. distributed ledger technology (dlt) or financial technologies software  cybersecurity software  modelling software  intermediation service activities for software publishing  marketplaces for software downloads","publishing of video games, reproduction of software, retail sale of non,customised software on physical media, development of software independent of publishing, including translation or adaptation of non,customised software for a particular market on a fee or contract basis, application hosting, operation of online gaming/video game sites, independent of publishing , use of published software for provision of financial and insurance activities, see section l"
"publishing, broadcasting, and content production and distribution activities","motion picture, video and television programme production, sound recording and music publishing activities","motion picture, video and television programme activities","motion picture, video and television programme production activities","motion picture, video or audiovisual and television programme production activities , production of television commercials , production of animated audiovisual works , production of television or video news programmes , production of vlogs , production of video podcasts","film duplicating (except reproduction of motion picture film for theatrical distribution) as well as audio and video reproduction of audio and video recordings on cd, dvd or other physical media from master copies, wholesale of recorded videos on cd, dvd, or other physical media, retail sale of recorded videos on cd, dvd, or other physical media, post,production activities, reproduction of motion picture film for theatrical distribution, sound recording and recording of audio books, television broadcasting, creating a complete television channel programme, film processing excluding processing motion picture film, processing motion picture film, activities of personal theatrical or artistic agents or agencies, rental of video tapes and dvds to the general public, real,time (i.e. simultaneous) closed captioning of live television performances, meetings, conferences, etc., activities of independent actors (including influencers appearing in vlogs) and cartoonists, activities of independent directors, activities of independent stage designers and other support activities to performing arts"
"publishing, broadcasting, and content production and distribution activities","motion picture, video and television programme production, sound recording and music publishing activities","motion picture, video and television programme activities","motion picture, video and television programme post,production activities","motion picture, video or audiovisual and television programme post,production activities such as  editing, titling, subtitling, credits,  closed captioninganimation and special effects  film/tape transfers  conversion to video streaming formats , activities of motion picture film laboratories and activities of special laboratories for animated films:  developing and processing motion picture film  reproduction of motion picture film for theatrical distribution; this class also includes: activities of stock footage film libraries","film duplication, (except reproduction of motion picture film for theatrical distribution) as well as reproduction of audio and video recordings on cd, dvd, or other physical media from master copies, wholesale of recorded videos on cd, dvd, or other physical media, retail sale of recorded videos on cd, dvd, or other physical media, animation production, film processing other than for the motion picture industry, rental of recorded videos on cd, dvd, or other physical media to the general public, real,time (i.e. simultaneous) closed captioning of live television performances, meetings, conferences, etc., activities of independent actors (including influencers appearing in vlogs), cartoonists, directors, stage designers, and other support activities to performing arts, see division 90"
"publishing, broadcasting, and content production and distribution activities","motion picture, video and television programme production, sound recording and music publishing activities","motion picture, video and television programme activities","motion picture, video and television programme distribution activities","distributing film, videos, or audiovisual works and similar productions to motion picture theatres, television networks and stations, and exhibitors","film duplication (except reproduction of motion picture film for theatrical distribution) as well as reproduction of audio and video recordings on cd, dvd, or other physical media from master copies, reproduction of motion picture film for theatrical distribution, third,party on,demand video streaming distribution services and downloads , wholesale of recorded videos on cd, dvd, or other physical media, retail sale of recorded videos on cd, dvd, or other physical media, rental of recorded videos on cd, dvd, or other physical media to the general public"
"publishing, broadcasting, and content production and distribution activities","motion picture, video and television programme production, sound recording and music publishing activities","motion picture, video and television programme activities",motion picture projection activities,"activities of motion picture or audiovisual projection in cinemas, in the open air or in other projection facilities; also: , projection activities of film festivals",
"publishing, broadcasting, and content production and distribution activities","motion picture, video and television programme production, sound recording and music publishing activities",sound recording and music publishing activities,sound recording and music publishing activities,"production of original (sound) master recordings sound recording service activities, including the production of recorded ( i.e. non,live) radio programming, audio podcasts, audio for film, television, books, etc. , conversion of sound recordings to audio streaming formats , music publishing, i.e. activities of: , * acquiring and registering copyrights for musical compositions , * promoting, authorizing and using these compositions in recordings, radio, television, motion pictures, live performances, print and other media , * jointly publishing and distributing sound recordings via streaming and downloads units engaged in these activities may own the copyright or act as administrator of the music copyrights on behalf of the copyright owners. units that release, promote and distribute sound recordings to wholesalers, retailers or directly to the public may produce master recordings or obtain the reproduction and distribution rights to master recordings; also: , publishing of music and sheet music books","reproduction from master copies of music or other sound recordings, wholesale of audio recordings on cd, dvd, or other physical media, retail sale of audio recordings on cd, dvd, or other physical media, third party on,demand audio streaming distribution services and downloads , activities of independent musicians"
"publishing, broadcasting, and content production and distribution activities","programming, broadcasting, news agency and other content distribution activities",radio broadcasting and audio distribution activities,radio broadcasting and audio distribution activities,"broadcasting audio signals throughradio broadcasting studios and facilities for transmission of aural programming to the public, to affiliates or to subscribers , third party on,demand audio streaming distribution services and downloads live podcast broadcasting and third party on,demand podcast streaming services and downloads; this class also includes: , activities of radio networks, i.e. assembling and transmitting aural programming to the affiliates or subscribers via over,the,air broadcasts, cable or satellite , radio broadcasting activities over the internet (internet radio stations) , audio book third party on,demand streaming distribution services and downloads","publishing of audio books, and streaming distribution services and downloads of audio book publishers, publishing of music and other sound records, production of radio programming and audio podcasts, wholesale of audio recordings on cd, dvd, or other physical media, retail sale of audio recordings on cd, dvd, or other physical media"
