section_name,division_name,group_name,class_name,includes,excludes
manufacturing,manufacture of wearing apparel,"manufacture of wearing apparel, except fur apparel","manufacture of wearing apparel, except fur apparel","the manufacture of wearing apparel. the materials used generally do not include fur and may be coated, impregnated or rubberized but not knitted or crocheted. however headgear of fur skins. , manufacture of wearing apparel made of leather or composition leather, including leather industrial work accessories such as welder's leather aprons , manufacture of work wear , manufacture of other outerwear made of woven, knitted or crocheted fabric, non,wovens etc. for men, women and children: * coats, suits, ensembles, jackets, trousers, skirts etc. , manufacture of underwear and nightwear made of woven, knitted or crocheted fabric, lace etc. for men, women and children: * shirts, t,shirts, underpants, briefs, pyjamas, nightdresses, dressing gowns, blouses, slips, brassieres, corsets etc. , manufacture of babies' garments, tracksuits, ski suits, swimwear etc. , manufacture of hats and caps , manufacture of other clothing accessories: gloves, belts, shawls, ties, cravats, hairnets etc; this class also includes: , custom tailoring , manufacture of headgear of fur skins , manufacture of footwear of textile material without applied soles , manufacture of parts of the products listed","manufacture of wearing apparel of fur skins (except headgear), manufacture of knitted or crocheted wearing apparel and other made,up articles directly into shape, manufacture of footwear, manufacture of wearing apparel of rubber or plastics not assembled by stitching but merely sealed together, manufacture of leather sports gloves and sports headgear, manufacture of safety headgear (except sports headgear), manufacture of fire,resistant and protective safety clothing, repair of wearing apparel"
manufacturing,manufacture of wearing apparel,manufacture of articles of fur,manufacture of articles of fur,"manufacture of articles made of fur skins:  fur wearing apparel and clothing accessories  assemblies of fur skins such as dropped fur skins, plates, mats, strips etc.  diverse articles of fur skins: rugs, unstuffed pouffes, industrial polishing cloths","production of raw fur skins, production of raw hides and skins, manufacture of imitation furs (long,hair cloth obtained by weaving or knitting), manufacture of fur hats, manufacture of apparel trimmed with fur, dressing and dyeing of fur, manufacture of boots or shoes containing fur parts"
manufacturing,manufacture of wearing apparel,manufacture of knitted and crocheted apparel,manufacture of knitted and crocheted apparel,"manufacture of hosiery, including socks, tights and pantyhose , manufacture of knitted or crocheted wearing apparel and other made,up articles directly into shape e.g. pullovers, cardigans, jerseys, shirts, t,shirts, blouses, waistcoats, nightwear and underwear, including babies wear, clothing for playing sports (both individual and professional use), including knitted and crocheted sportswear and swimwear; this class also includes: , manufacture of medical stockings and hosiery , manufacture of footwear without applied soles, knitted or crocheted",manufacture of knitted and crocheted fabrics
manufacturing,manufacture of leather and related products,"tanning, dyeing, dressing of leather and fur; manufacture of luggage, handbags, saddlery and harness",tanning and dressing of leather; dressing and dyeing of fur,"tanning, dyeing and dressing of hides, skins and pre,tanned leather , manufacture of chamois dressed, parchment dressed, patent or metallised leathers , manufacture of composition leather , scraping, shearing, plucking, currying, tanning, bleaching and dyeing of fur skins and hides with the hair on","production of hides and skins as part of ranching, production of raw hides and skins as part of slaughtering, manufacture of leather apparel, manufacture of imitation leather not based on natural leather"
manufacturing,manufacture of leather and related products,"tanning, dyeing, dressing of leather and fur; manufacture of luggage, handbags, saddlery and harness","manufacture of luggage, handbags and the like, saddlery and harness of any material","manufacture of luggage, handbags, backpacks etc., of leather, composition leather or any other material, where the same technology is used as for leather , manufacture of saddlery and harness for any animal , manufacture of non,metallic watch bands (e.g. fabric, leather, plastic) , manufacture of diverse articles of leather or composition leather e.g. driving belts, packings , manufacture of shoe,lace, of leather , manufacture of horse whips and riding crops; this class also includes: , manufacture of leather clothes for animals","manufacture of leather wearing apparel, manufacture of leather gloves and hats, manufacture of footwear, manufacture of saddles for bicycles, manufacture of precious metal watch bands, manufacture of non,precious metal watch bands, manufacture of linemen's safety belts and other belts for occupational use"
manufacturing,manufacture of leather and related products,manufacture of footwear,manufacture of footwear,"manufacture of footwear for all purposes, of any material, by any process, including moulding (see below for exceptions) , manufacture of parts of footwear e.g. manufacture of uppers and parts of uppers, outer and inner soles, heels, in any material (leather, wood, plastic, rubber, etc.) , manufacture of gaiters, leggings and similar articles; also: , manufacture of rubber, wooden or plastic parts of footwear","manufacture of knitted or crocheted footwear without applied soles, manufacture of ski,boots, manufacture of orthopaedic shoes"
manufacturing,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",sawmilling and planing of wood,sawmilling and planing of wood,"sawmilling, planning, processing and finishing of wood , sawing, planing and machining of wood , slicing, peeling or chipping logs , manufacture of wooden railway sleepers , manufacture of unassembled wooden flooring , manufacture outside of forest of wood wool, wood sawdust and flour, wood chips and particles; this class also includes: , impregnation or chemical treatment of wood with preservatives or other materials , general activities for the processing and finishing of wood, which are typically carried out on a fee or contract basis: , boring, turning, milling, eroding, planning, lapping, broaching, levelling, sawing, grinding, sharpening, polishing, welding, splicing etc. of wood , industrial drying of wood , impregnation or chemical treatment of wood , treatment of wood in the rough with paint, stains or other preservatives","logging and production of wood in the rough, manufacture of veneer sheets thin enough for use in plywood, boards and panels, manufacture of shingles and shakes, beadings and mouldings"
manufacturing,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","manufacture of products of wood, cork, straw and plaiting materials","manufacture of veneer sheets and wood,based panels","manufacture of veneer sheets thin enough to be used for veneering, making plywood or other purposes:  smoothed, dyed, coated, impregnated, reinforced (with paper or fabric backing)  made in the form of motifs , manufacture of plywood, veneer panels and similar laminated wood boards and sheets , manufacture of oriented strand board (osb) and other particle board , manufacture of medium density fibreboard (mdf) and other fibreboard , manufacture of densified wood , manufacture of glue laminated wood, cross,laminated timber (clt) and laminated veneer wood; also: , manufacture of insulating fibreboards of wood, or other ligneous materials, whether or not bonded with resins or other organic substances",
manufacturing,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","manufacture of products of wood, cork, straw and plaiting materials",manufacture of builders' carpentry and joinery,"manufacture of wooden goods intended to be used primarily in the construction industry: * beams, rafters, roof struts * glue,laminated or metal connected prefabricated wooden roof trusses * doors, windows, shutters and their frames of wood, whether or not containing metal fittings, such as hinges, locks etc. * stairs, railings * wooden beadings and mouldings, shingles and shakes * parquet floor blocks, strips etc., assembled into panels , manufacture of prefabricated buildings (mobile homes and caravans), or elements thereof, predominantly of wood , manufacture of wood partitions (except free standing","manufacture of unassembled wooden flooring, manufacture of wooden kitchen cabinets, bookcases, wardrobes etc., manufacture of wood partitions, free standing"
manufacturing,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","manufacture of products of wood, cork, straw and plaiting materials",manufacture of wooden containers,"manufacture of packing cases, boxes, crates, drums and similar items of wood , manufacture of pallets, box pallets and other load boards of wood , manufacture of barrels, vats, tubs and other coopers' products of wood , manufacture of wooden cable,drums","manufacture of luggage, manufacture of cases of plaiting material"
manufacturing,"manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","manufacture of products of wood, cork, straw and plaiting materials","manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials","manufacture of various wood products: * wooden handles and bodies for tools, brooms, brushes * wooden boot or shoe parts (e.g. heels) * wooden boot or shoe lasts and trees * wooden clothes hangers * wooden mirror and picture frames * wooden frames for artists' canvases * household utensils and kitchenware of wood * wooden statuettes and ornaments, wood marquetry, inlaid wood * wooden cases for jewellery, cutlery and similar articles * wooden spools, cops, bobbins, sewing thread reels and similar articles of turned wood * wooden handles for umbrellas, canes and similar * wooden blocks for the manufacture of smoking pipes * other articles of wood , natural cork processing, manufacture of agglomerated cork , manufacture of articles of natural or agglomerated cork, including floor coverings , manufacture of plaits and products of plaiting materials: mats, matting, screens, cases etc. , manufacture of basket,ware and wickerwork , manufacture of solid fuels from vegetable biomass , manufacture of fire logs, made of pressed wood or substitute materials like coffee or soybean grounds","manufacture of mats or matting of textile materials, manufacture of luggage, manufacture of wooden footwear, manufacture of wooden shoe parts (e.g. heels and lasts), manufacture of matches, manufacture of clock cases, manufacture of wooden spools and bobbins that are part of textile machinery, manufacture of wooden furniture, manufacture of wooden toys, manufacture of cork life preservers, manufacture of brushes and brooms, manufacture of burial caskets"
manufacturing,manufacture of paper and paper products,manufacture of paper and paper products,"manufacture of pulp, paper and paperboard","manufacture of bleached, semi,bleached or unbleached paper pulp by mechanical, chemical (dissolving or non,dissolving) or semi,chemical processes , manufacture of cotton,linters pulp , removal of ink and manufacture of pulp from waste paper , manufacture of paper and paperboard intended for further industrial processing; this class also includes: , further processing of paper and paperboard: * coloring, coating, covering and impregnating of paper and paperboard * manufacture of crped or crinkled paper * manufacture of laminates and foils, if laminated with paper or paperboard , manufacture of handmade paper , manufacture of newsprint and other printing or writing paper , manufacture of cellulose wadding and webs of cellulose fibres , manufacture of carbon paper or stencil paper in rolls or large sheets","manufacture of corrugated paper and paperboard, printing and service activities relate to printing, manufacture of further,processed articles of paper, paperboard or pulp, manufacture of coated or impregnated paper, where the coating or impregnant is the main ingredient, see class in which the manufacture of the coating or impregnant is classified , manufacture of abrasive paper, publishing of books, newspaper and other publishing activities, except software publishing"
manufacturing,manufacture of paper and paper products,manufacture of paper and paper products,manufacture of corrugated paper and paperboard and of containers of paper and paperboard,"manufacture of corrugated paper and paperboard , manufacture of cartons, boxes and cases of corrugated paper or paperboard , manufacture of folding cartons, boxes and cases of non,corrugated paper or paperboard containers , manufacture of containers of solid paperboard , manufacture of other containers of paper and paperboard , manufacture of sacks and bags of paper , manufacture of office box files and similar articles","manufacture of envelopes, manufacture of moulded or pressed articles of paper pulp (e.g. boxes for packing eggs, moulded pulp paper plates"
manufacturing,manufacture of paper and paper products,manufacture of paper and paper products,manufacture of other articles of paper and paperboard,"manufacture of household and personal hygiene paper and cellulose wadding products: * cleansing tissues * handkerchiefs, towels, serviettes * toilet paper * sanitary towels and tampons, napkins and napkin liners for babies * cups, dishes and trays , manufacture of textile wadding and articles of wadding: sanitary towels, tampons etc. , manufacture of printing and writing paper ready for use , manufacture of computer printout paper ready for use , manufacture of self,copy paper ready for use , manufacture of duplicator stencils and carbon paper ready for use , manufacture of gummed or adhesive paper ready for use , manufacture of envelopes and letter,cards , manufacture of registers, accounting books, binders, albums and similar educational and commercial stationery , manufacture of boxes, pouches, wallets and writing compendiums containing an assortment of paper stationery , manufacture of wallpaper and similar wall coverings, including vinyl,coated and textile wallpaper , manufacture of labels , manufacture of filter paper and paperboard , manufacture of paper and paperboard bobbins, spools, cops etc. , manufacture of egg trays and other moulded pulp packaging products etc. , manufacture of paper novelties","manufacture of paper or paperboard in bulk, printing on paper products, manufacture of playing cards, manufacture of games and toys of paper or paperboard"
